"","sentiment","sentiment_confidence","text","sentiment_numeric","hasEmoji","hasEmoticon","hasUrl","hasMention","hasHashtag"
"674","negative",1,"@united yes  I know that  The question is  why is that still the case  #fail",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"675","negative",1,"@united   horrible wait time on 4348 to get a gate  shows total miss management   Value customer time and respect thier sentiment",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"676","negative",1,"@JetBlue well  now saying our flight is going to be Cancelled Flighted  amp  that by not changing earlier  we missed our chance to get out tomorrow  1 2",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"677","positive",0.6531,"@united I hope so too :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"678","neutral",0.6633,"@JetBlue Im just saying change can be amazing  like Miami  😉",0,TRUE,FALSE,FALSE,TRUE,FALSE
"679","neutral",0.6545,"@SouthwestAir I would but you need to follow me first ;-) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"680","positive",1,"@JetBlue Very excited  for the first time this Sunday  March 1 I get to fly #JetBlue flight 123 #Mint from JFK  Looking forward :-) ",1,FALSE,TRUE,FALSE,TRUE,TRUE
"681","positive",0.6868,"@AmericanAir I hope you like the photo :)  ",1,FALSE,TRUE,TRUE,TRUE,FALSE
"682","negative",1,"@USAirways Instead  the miles are credited to an account that i did not open   My request to merge the accounts is denied",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"683","positive",1,"@AmericanAir thanks for the show  👍",1,TRUE,FALSE,FALSE,TRUE,FALSE
"684","positive",1," @united  @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet  ^EY  👏👏",1,TRUE,FALSE,FALSE,TRUE,FALSE
"685","neutral",0.6496,"@AmericanAir are you anticipating weather reLate Flightd Cancelled Flightations for afternoon departures out of AUS today ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"686","neutral",0.6709,"@JetBlue I'm game if you're buying  ;) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"687","positive",1,"@SouthwestAir thanks so much for making my night 😀 cannot wait for my trip next week  ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"688","negative",1,"@USAirways @AmericanAir hey since you f #ed my wknd can I have day pass to admirals club or meal coupon or free coke   blank stare ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"689","negative",1,"@united Yeah that didn't happen ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"690","neutral",1,"@JetBlue's CEO battles to appease passengers and Wall Street   Waterbury Republican American ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"691","negative",0.6315,"@USAirways that's the 1st sorry I received from your company  The least you could do is fly us home early at no extra charge ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"692","positive",1,"@JetBlue great smooth flight too  👏👍",1,TRUE,FALSE,FALSE,TRUE,FALSE
"693","neutral",1,"@USAirways what is the baggage allowance on flights from Glasgow to the US  Thanks",0,FALSE,FALSE,FALSE,TRUE,FALSE
"694","negative",1,"@united We're hoping to hear from you actually ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"695","positive",1,"@SouthwestAir Great job with the Passbook integration  It ll really help streamline the commute to San Fran  😊☕📲✈",1,TRUE,FALSE,FALSE,TRUE,FALSE
"696","negative",1,"@USAirways Your app and website are trash AF ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"697","negative",1,"@SouthwestAir I receive bad customer service and ended up spending several hundred dollars to accommodate my family during each cxl flight",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"698","negative",1,"@united made to check in my carry on from Flight 1449 PBI to Newark  Plane luggage stow not full  U r costing me time  money  amp  aggravation ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"699","neutral",1,"@SouthwestAir looking for cheap flight to vegas",0,FALSE,FALSE,FALSE,TRUE,FALSE
"700","negative",1,"@united stay more than 24h traveling ans sleeping on the airports floor",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"701","positive",0.6548,"@VirginAmerica ok  first time flying with you tonight :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"702","negative",0.6703,"@united i think he actually did not like your screen @campilley 😃😃😃",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"703","negative",1,"@USAirways your flight attendants are all jerks 🐳",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"704","positive",0.6787,"@united I see  Thanks for explaining ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"705","neutral",1,"@SouthwestAir Just sent you a DM with the details ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"706","neutral",1,"@AmericanAir #epicfail on connections in #Chicago today  extremely disappointed w  unaccommodating customer service  rethinking loyalty 😐",0,TRUE,FALSE,FALSE,TRUE,TRUE
"707","neutral",1,"@united hi guys  do you have a general enquires email address please  Thanks David ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"708","neutral",1,"@AmericanAir could you check if there is SVU space on AA199 MXP JFK Feb 28th  Thanks",0,FALSE,FALSE,FALSE,TRUE,FALSE
"709","negative",0.6719," @JetBlue @ZKatcher 😂😂😂😂😂OMG  Bored  amp  read through this convo  Seems like JetBlue is on point ",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"710","neutral",1,"😢😢 RT @JetBlue  @Peaches275 Oh no  Unfortunately  the code must be entered at the time of purchase in order to qualify for the points ",0,TRUE,FALSE,FALSE,TRUE,FALSE
"711","positive",1,"@united thank you for following up ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"712","positive",0.6774,"@JetBlue last sleep in Cali  back to JFK tomorrow night  Looking forward to an another amazing flight with you all :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"713","negative",1,"@USAirways stranding a student trying to get to Birmingham in CLT overnight w o any help  You can do better than that  @av duffy",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"714","negative",0.684,"@united when I read it say ' in some cases' can you please define this for me  when for example would it not be the case ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"715","negative",1,"@AmericanAir between your airline and @united I've now spent three extra days traveling  DOMESTIC  and spent hundreds of dollars ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"716","positive",1,"@AmericanAir 🙏 in my hotel now  Thank you ",1,TRUE,FALSE,FALSE,TRUE,FALSE
"717","negative",1,"@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2 18  Your reps were no help either 😡",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"718","positive",1,"@SouthwestAir Southwest is definitely my favorite airline to fly  :D ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"719","negative",1,"@SouthwestAir I  heart  Southwest but those commercials aimed to satisfy a nano smattering of travelers to few destinations ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"720","positive",1," @JetBlue  @Ruth Slobodin Why not  We'd sure love to see you  Ruth  #JustDoIt #YouKnowYouWantTo ;)   you know me too well 💘",1,TRUE,TRUE,FALSE,TRUE,TRUE
"721","positive",1,"@united EWR agent Barbara was FABULOUS and an example of CUST  SERV  A pleasure talking to you😊 ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"722","negative",1,"@SouthwestAir want to pick up a customer from @SpiritAirlines sign me up 🙌😏",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"723","positive",0.6578,"@JetBlue Longing to look into the blue eyes  #firstlove",1,FALSE,FALSE,FALSE,TRUE,TRUE
"724","negative",1,"@united on line baggage system complete rubbish  bag missing 2 days  No meaningful information ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"725","neutral",0.3428,"@united S O to @Delta for coming in clutch and finally taking me home 🙌🙌",0,TRUE,FALSE,FALSE,TRUE,FALSE
"726","positive",0.6576,"@united I have 8 flights with you in the next two weeks :)  let's make some good memories ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"727","negative",0.6725,"@JetBlue said they haven't started looking for it  gave me a $25 $100 limit  In NYC at the Waldorf Astoria and can't find $100 outfit  😒",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"728","negative",1,"@AmericanAir @USAirways over an hour on the phone the best you can tell me is it was sent maybe my bank misplaced it ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"729","neutral",0.7008,"@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 ",0,TRUE,FALSE,TRUE,TRUE,TRUE
"730","negative",0.635,"@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane  Thanks guys ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"731","negative",1,"@AmericanAir because you won't get our bags for us because you said they would go on to Cincinnati even though we can't  Who exactly is",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"732","positive",1,"@JetBlue my family and I are excited to see you too😊😊",1,TRUE,FALSE,FALSE,TRUE,FALSE
"733","positive",0.6592,"@JetBlue you bet:) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"734","neutral",1,"@USAirways Eh  it happens  I think I'll survive  😉 Thanks ",0,TRUE,FALSE,FALSE,TRUE,FALSE
"735","negative",0.6405,"@AmericanAir it's been almost 3 days and it's still frozen  Thanks doll 😘😑",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"736","neutral",1,"@AmericanAir drop me a follow I need help",0,FALSE,FALSE,FALSE,TRUE,FALSE
"737","neutral",1,"@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport 1 2",0,FALSE,FALSE,FALSE,TRUE,FALSE
"738","negative",1,"@USAirways that wasn t my Q but thanks  Wondering why you re the only ones  I disguised yours to not call you out  ;)  ",-1,FALSE,TRUE,TRUE,TRUE,FALSE
"739","neutral",1,"@JetBlue is there also a way I can get a printed one for my records  I keep them whenever I fly ;) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"740","positive",1,"@JetBlue thanks for the upgrade😉  so far so good  #KeepItUp ",1,TRUE,FALSE,TRUE,TRUE,TRUE
"741","negative",1,"@SouthwestAir why was Southwest only airline to Cancelled Flight all flights from Charleston  Was 7 50pm flight Cancelled Flightation really weather reLate Flightd ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"742","neutral",1,"@SouthwestAir I would ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"743","positive",1,"@JetBlue thank you for being jetblue and not jetgreen or jetred  blue is my favorite color  and jet blue makes it better :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"744","negative",1,"@united there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground  #liars #united",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"745","positive",0.3691,"@AmericanAir no worries even though I was talking about seat assignment :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"746","negative",1,"@SouthwestAir I always brag about ur service  but very disappointed today  Apparently I'll be sleeping on floor of Dallas airport tonight 👎",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"747","positive",1,"@JetBlue sounds good 💙💙💙💙",1,TRUE,FALSE,FALSE,TRUE,FALSE
"748","neutral",1,"@SouthwestAir when can I start Flight Booking Problems for next years super bowl time  😩#help",0,TRUE,FALSE,FALSE,TRUE,TRUE
"749","neutral",0.6526,"@SouthwestAir RDU flights expected to be ok this afternoon and tonight ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"750","positive",1,"@USAirways couldn't be more thankful to your #orf and #dca crews on the ground and in the air today for help with a sick kid and a lost bag ",1,FALSE,FALSE,FALSE,TRUE,TRUE
"751","positive",1,"@USAirways provided the best service for me today  Thank you so much :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"752","positive",0.6735,"@united look at this beauty 😉 dc 10 united airlines 😉 Hope you like this beauty 😉 ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"753","negative",1,"@USAirways grades for this trip  Flight timeliness  👎✈️ Cancelled Flightations  👎😬 Customer Service  👎😡 Flight attendants  😊👏",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"754","positive",0.6888,"@VirginAmerica got it squared away  Someone picked up as soon as I tweeted  Should have tweeted sooner  😉",1,TRUE,FALSE,FALSE,TRUE,FALSE
"755","positive",1,"@SouthwestAir Thanks so much  Appreciate your kindness in adjusting our reservation  Even during snowstorms  I still prefer Southwest  👍",1,TRUE,FALSE,FALSE,TRUE,FALSE
"756","negative",1,"@USAirways providing poor customer service by responding to complaints with a copy and paste tempLate Flight unreLate Flightd to complaint #usairwaysfail",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"757","positive",1,"@USAirways right on  Up  Up  amp  away ✈️🌞",1,TRUE,FALSE,FALSE,TRUE,FALSE
"758","neutral",1,"@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours  🙏",0,TRUE,FALSE,FALSE,TRUE,FALSE
"759","negative",1,"@americanair never fails to disappoint  waiting at jfk an hour after scheduled take off and still no word on departure",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"760","negative",0.6736,"@SouthwestAir Twitter says I can't DM someone unless they follow me  Can @SouthwestAir follows my twitter  thanks you ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"761","neutral",0.7028,"@united will I make it with the delay ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"762","negative",1,"@AmericanAir my flight was Cancelled Flightled  leaving tomorrow morning  Auto rebooked for a Tuesday night flight but need to arrive Monday ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"763","negative",0.3558,"@USAirways strikes again  @emilylyonss I strongly suggest you live tweet your ordeal  Their media team appreciates the updates 😎",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"764","negative",1,"@VirginAmerica  I submitted a status match request a while back and still haven t heard  I m flying on Monday  Can you look   accelerate ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"765","negative",1,"@USAirways Has the most useless  amp  Rude employees ever at Philadelphia airport never again will I fly with them   😤",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"766","negative",1,"@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"767","negative",1,"@united UA6002 MLI gt;D EN  Will miss connection UA3530 DEN gt YEG due to delay ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"768","positive",1,"@JetBlue thank you  Miss you all so so much  Is this the link to the blog  Or has that changed ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"769","positive",0.7087,"@united thank you  It's my daughters 13th bd party w proj  weather cond  it doesn't look promising  Please assist with earlier flts to Cmh ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"770","negative",1,"@AmericanAir agents refuse to help   too busy   amp  need to call advantage#  NO ONE willing to help and apparently being exec plat means ZERO",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"771","negative",1,"@USAirways   I've been trying to get through to book a reservation and the system will not let me through  Day 3 #ridiculous",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"772","negative",1,"@USAirways not impressed with your customer service  everyone has been unhelpful and incredibly rude ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"773","neutral",0.6464,"@AmericanAir and I forgot about that lounge 😂",0,TRUE,FALSE,FALSE,TRUE,FALSE
"774","negative",1,"@USAirways sad experience today on 4663  Family on Southwest direct to MCO  My loyalty to USAir = not vacationing with my boys today ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"775","positive",1,"@SouthwestAir just did last night  Thanks for following up  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"776","negative",1,"@VirginAmerica your Avis rental continue button doesn't work on your website to book car  Tried 4 times on phone  This sucks ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"777","negative",1,"@USAirways I have a voucher from a past trip that was delayed  I thought I had to talk to someone on the phone to use it  Is that not true ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"778","negative",1,"@united poor old United  never seem to get the response right :) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"779","negative",1,"@SouthwestAir my rating for Southwest  9 on s scale of 1 to 10",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"780","negative",1,"@United wind chill in Ithica  17 degrees  and for the trouble of losing my clothes they give me a t shirt  I'll burn it for warmth  #united",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"781","negative",1,"@USAirways this is crazy  Haven't spoken to a human yet  There has to be a better way  ",-1,FALSE,FALSE,TRUE,TRUE,FALSE
"782","positive",0.6667,"@JetBlue @Cayman Islands I know that bar :)  Wish I was there now ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"783","positive",1,"@AmericanAir lovely flight back from MIA to LHR   great crew   thanks :-)  ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"784","negative",1,"@SouthwestAir Tried to leave Monday  all other planes left but mine  Now this one keeps getting delayed  Missed work  Have to pay for a cab",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"785","positive",0.6804," @JetBlue  Our fleet's on fleek  ",1,FALSE,FALSE,TRUE,TRUE,FALSE
"786","neutral",1,"@USAirways New marketing song  ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"787","neutral",0.6667,"😕 RT @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"788","negative",0.6966,"@SouthwestAir you have no baggage tracking system ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"789","negative",1,"@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"790","neutral",0.6725,"@AmericanAir I'm sure they did  It's certainly chilly back East today  😮",0,TRUE,FALSE,FALSE,TRUE,FALSE
"791","positive",0.6802,"@USAirways Will do :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"792","neutral",0.664,"😩😂😂😂😂  @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"793","negative",1,"@USAirways on hold now over 2 hrs on one phone hung on 5 x on another  How do you reach a person  No weather condition makes this excusable ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"794","negative",1,"@AmericanAir That will be the third time I have been called by 800 433 7300 an hung on before anyone speaks  What do I do now ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"795","negative",1,"@JetBlue That makes sense  It sucks  though  because now I'll be stuck in the airport for 5+ hours and Late Flight to my meeting ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"796","neutral",1,"@USAirways I will be traveling from LAX to CLT to HTS  I have been rebooked for tomorrow due to the travel advisory ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"797","negative",1,"@USAirways likelihood of PHL to BDL actually leaving tonight  2 hour delay so far ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"798","negative",1,"@united Made@it to the gate at 8 23 and they wouldn't let us on  ",-1,FALSE,FALSE,TRUE,TRUE,FALSE
"799","neutral",0.7185,"@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons",0,TRUE,FALSE,FALSE,TRUE,TRUE
"800","negative",1,"@united customer service  16hr delay coupon can only be redeemed on website which has $200 higher prices than Expedia  call wait time 55mins",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"801","negative",1,"@USAirways so how about some help with suggested time I could call to avoid such long wait time",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"802","negative",1,"@JetBlue why did you just Cancelled Flight flight 670 last minute ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"803","positive",1,"Keep it up :)  @AmericanAir",1,FALSE,TRUE,FALSE,TRUE,FALSE
"804","neutral",0.6703,"@VirginAmerica Many Thanks for the Follow  #ourprincess #freyasfund #USA #Bandie Looking for Any Help😍 💗🇬🇧💗🇺🇸💗 🎀🌏🎀 ",0,TRUE,FALSE,TRUE,TRUE,TRUE
"805","negative",1,"@USAirways 5 hr flight delay and a delay when we land   Is that even real life   Get me off this plane   I wanna go home 👠👠👠  3 heel clicks ",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"806","negative",1,"@USAirways WTF is going on with the 1 30 from DC to BOS  Twice we go back back to the gate after leaving for the runway  Total BS ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"807","positive",1,"@USAirways Thank you  On our way to get her bag now   thanks to having that number 😊",1,TRUE,FALSE,FALSE,TRUE,FALSE
"808","neutral",0.6762,"@united Okay thank you",0,FALSE,FALSE,FALSE,TRUE,FALSE
"809","negative",1,"@USAirways I've been on hold for over 2 1 2 hours   there has to be an easier way to Cancelled Flight get a refund  😑😩 ",-1,TRUE,FALSE,TRUE,TRUE,FALSE
"810","negative",1,"@USAirways horrible cust service exp at DIA today  Wife waited 3 hrs on the plane b f flight 695 was Cancelled Flightled  Still waiting for bags ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"811","neutral",0.6832,"@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air we are all over 21 😜😎",0,TRUE,FALSE,FALSE,TRUE,FALSE
"812","negative",1,"@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together  Fail",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"813","neutral",0.7066,"@SouthwestAir how do I find travel funds I have available to use f  past changed flights  don't see an option in my account ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"814","negative",1,"@USAirways 😂  Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour ",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"815","neutral",0.6913,"@JetBlue my daughter's college game in Denver  Only one set of parents will be there 😢😢😢",0,TRUE,FALSE,FALSE,TRUE,FALSE
"816","neutral",0.6655," @united  @ItsAaronChriz Sorry to hear about your flight  Do you need help reFlight Booking Problems  👎",0,TRUE,FALSE,FALSE,TRUE,FALSE
"817","negative",1,"@SouthwestAir right  We're delayed so I'm crabby  :)  Also why do you allow one family member to purchase EarlyBird check in and hold rows ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"818","positive",0.7124,"@JetBlue toss this ticket it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀",1,TRUE,FALSE,FALSE,TRUE,FALSE
"819","positive",0.6559,"@virginamerica Well  I didn't but NOW I DO  :-D ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"820","neutral",0.3384,"@SouthwestAir I need Imagine Dragons like I need air  PLEASE HOOM ME UP FOR THE VEGAS SHOW   ͡° ͜ʖ ͡° ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"821","positive",1,"@VirginAmerica Are there any plans for a short haul airline in Europe  Would defiantly fly with you guys :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"822","positive",1,"@JetBlue I wish you all the best of luck :-)  I'm enjoying the luxurious free  amount of leg space rn  Thanks",1,FALSE,TRUE,FALSE,TRUE,FALSE
"823","positive",0.6776,"@VirginAmerica we have a hot female pilot  Sweet  DCA to SFO  :-) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"824","negative",1,"@JetBlue any effort to fix your points system  11 days and a call to customer service and still no account update  Chasing points is no fun",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"825","negative",1,"@AmericanAir did you guys get rid of the functionality on ",-1,FALSE,FALSE,TRUE,TRUE,FALSE
"826","negative",1,"@jetblue I hate you for this 😒 ",-1,TRUE,FALSE,TRUE,TRUE,FALSE
"827","negative",0.6705,"@AmericanAir there are no more flights via united when I arrive to DFW and my car is parked at IAH 😁",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"828","neutral",0.6858,"@VirginAmerica @ladygaga @carrieunderwood all are great   but I have to go with #CarrieUnderwood 😍👌",0,TRUE,FALSE,FALSE,TRUE,TRUE
"829","positive",0.6531,"@USAirways No Problem   he was the only person in the airport who would help :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"830","negative",1,"@united   75  of a plane's passengers boarding in your  Premier  groups might be an indication of a broken process ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"831","negative",0.6608,"@JetBlue U said 15mins to Take Off and now we were told 1hr more delay  amp  possible Cancelled Flightlation  How do U plan to rectify this  #Frustrated",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"832","positive",0.3543,"@SouthwestAir @love dragonss holy fuckinf shit",1,FALSE,FALSE,FALSE,TRUE,FALSE
"833","negative",1,"@JetBlue insensitive  #FoodAllergies are life threatening  Unsolicited UNEDUCATED opinions are inappropriate  reckless  amp  dangerous to  1 3 ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"834","negative",1,"@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour  amp  a half in baggage claim for their bags just now",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"835","negative",1,"@united There are Exit Row window shades in approx 11  of the windows of your RJ 145s   lt a frequent flyer ",-1,FALSE,FALSE,TRUE,TRUE,FALSE
"836","positive",1,"@AmericanAir congrats on your call center customer service  A guy named Fidencio answered and he went above  amp  beyond to help me  👌👌👌",1,TRUE,FALSE,FALSE,TRUE,FALSE
"837","negative",1,"@USAirways How soon is possible  I boarded the plane the 1st time at 6 30 am and it is now after 11 30 am and I'm still where I started ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"838","positive",0.6458,"@SouthwestAir so excited about our last minute trip to @Disneyland  and she doesn't know yet  ",1,FALSE,FALSE,TRUE,TRUE,FALSE
"839","neutral",0.6563,"@SouthwestAir okay thank you :)   also I did get a tweet earlier about 1 5 hrs ago saying I won  amp  should send a DM but then it was deleted ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"840","negative",1,"@USAirways can you explain why I am on hold over an hour  Other than I'm dumb and should be using a different airline #wth",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"841","neutral",0.6694,"@VirginAmerica still waiting to see @Starryeyes Dev  😞",0,TRUE,FALSE,FALSE,TRUE,FALSE
"842","positive",1,"@SouthwestAir Thank u Thank u Thank u for coming through for us  I sincerely didn't think it would happen   lt 3 #SWA #THANKYOU",1,FALSE,FALSE,FALSE,TRUE,TRUE
"843","negative",0.702,"@USAirways is not the new @AmericanAir is more like the new @SpiritAirlines  Love AA  Not impressed with the subpar planes and gate agents ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"844","positive",1,"@SouthwestAir has some of the best airfare prices  Gotta LUV them :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"845","neutral",1,"@SouthwestAir   ",0,FALSE,FALSE,TRUE,TRUE,FALSE
"846","negative",1,"@USAirways they had to turn the seat cushions over and clean the area  Please explain this issue ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"847","neutral",0.6507,"@SouthwestAir Don't worry  you will  :-) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"848","positive",0.6632,"@SouthwestAir El Paso deals May❤❤❤😍🌏",1,TRUE,FALSE,FALSE,TRUE,FALSE
"849","positive",1,"@USAirways good work by flight 1798 crew  #Chairman's recognition even in coach  Too many #missedupgrades Late Flightly  What's up with this ",1,FALSE,FALSE,FALSE,TRUE,TRUE
"850","positive",1,"@USAirways @AmericanAir First Class all the way 💺✈️ Headed to @portlandjetport ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"851","neutral",0.6774,"@SouthwestAir what does a woman got to do to get a chance of a lifetime  😖 #DestinationDragons #imaginedragons #slaycancerwithdragons",0,TRUE,FALSE,FALSE,TRUE,TRUE
"852","positive",1,"@SouthwestAir so glad u guys do business w  more class than UR competitors @SpiritAirlines 😏",1,TRUE,FALSE,FALSE,TRUE,FALSE
"853","negative",1,"@USAirways was on the phone for over an hour waiting without an answer  😩",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"854","negative",0.6641," @united  @Darquenloveli We regret to hear this  Please let us know if you need assistance  ^KN  I was finally able to secure my seat  Thx",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"855","positive",0.6354,"@united did I win :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"856","positive",1,"@VirginAmerica thank you  I absolutely will 😎",1,TRUE,FALSE,FALSE,TRUE,FALSE
